"Book ID / ISBN","Author","Title","Category","Price(฿)"
"46485","Seddon, Holly","Try Not to Breath / Seddon, Holly","Fiction","150"
"37972","Sena, Hideaki","Parasite Eve / Sena, Hideaki","Fiction","220"
"22879","Senate, Melissa","The Love Goddess' Cooking School / Senate, Melissa","Fiction","240"
"48696","Seth, Vikram","An Equal Music / Seth, Vikram","Fiction","170"
"417","Seth, Vikram","Golden Gate, The / Seth, Vikram","Fiction","150"
"29998","Seth, Vikram","Golden Gate, The / Seth, Vikram","Fiction","120"
"42035","Seth, Vikram","Two Live / Seth, Vikram","Fiction","220"
"19851","Sewell, Anna","Black Beauty (Children's Classics) / Sewell, Anna","Fiction","150"
"47049","Seymour, Gerald ","A Deniable Death: A Thriller/ Seymour, Gerald ","Fiction","150"
"47726","Seymour, Gerald ","A Deniable Death/ Seymour, Gerald ","Fiction","240"
"11186","Seymour, Gerald","Dealer And The Dead, The / Seymour, Gerald","Fiction","120"
"11187","Seymour, Gerald","Dealer And The Dead, The / Seymour, Gerald","Fiction","120"
"45176","Seymour, Gerald","No Mortal Thing / Seymour, Gerald","Fiction","150"
"48017","Seymour, Gerald","No Mortal Thing / Seymour, Gerald","Fiction","150"
"26944","Seymour, Gerald","The Dealer and the Dead / Seymour, Gerald","Fiction","90"
"11191","Seymour, Gerald","Traitor's Kiss / Seymour, Gerald","Fiction","120"
"42513","Seymour, Gerald ","UNTOUCHABLE, THE / Seymour, Gerald ","Fiction","120"
"11192","Seymour, Gerald","Waiting Time, the / Seymour, Gerald","Fiction","90"
"47136","Seymour, Gerald","Waiting time, The/ Seymour, Gerald","Fiction","120"
"11215","Shaara, Michael","Killer Angels, The / Shaara, Michael","Fiction","90"
"15903","Shackleton, Mark","Further Recollections: Ten Stories / Shackleton, Mark","Fiction","90"
"35664","Shah, Eddy","Second World / Shah, Eddy","Fiction","120"
"34668","Shah, Idries","Kara Kush: The Gold of Ahmad Shah / Shah, Idries","Fiction","70"
"4352","Shakespeare, William","Measure for Measure (Signet Classics) / Shakespeare, William","Fiction","70"
"4325","Shakespeare, William","Timon of Athens / Shakespeare, William","Fiction","90"
"4348","Shakespeare, William","Tragedy Of Antony And Cleopatra (Signet Classics), The / Shakespeare, William","Fiction","90"
"4353","Shakespeare, William","Tragedy Of Antony And Cleopatra (Signet Classics), The / Shakespeare, William","Fiction","90"
"39649","Shanzeng, Shen","Normal People / Shanzeng, Shen","Fiction","270"
"42016","Shanzeng, Shen","Normal People / Shanzeng, Shen","Fiction","270"
"28203","Sharpe, Tom","Great Pursuit, The / Sharpe, Tom","Fiction","120"
"31934","Sharpe, Tom","Indecent Exposure / Sharpe, Tom","Fiction","90"
"18248","Sharpe, Tom","Porterhouse Blue / Sharpe, Tom","Fiction","150"
"34696","Sharpe, Tom","Porterhouse Blue / Sharpe, Tom","Fiction","70"
"44558","Sharpe, Tom ","Porterhouse Blue / Sharpe, Tom ","Fiction","90"
"4303","Shaw, George Bernard","Major Barbara (Penguin Classics) / Shaw, George Bernard","Fiction","150"
"11241","Shaw, Irwin","Acceptable Losses / Shaw, Irwin","Fiction","120"
"11242","Shaw, Irwin","Lucy Crown / Shaw, Irwin","Fiction","90"
"11240","Shaw, Irwin","Nightwork / Shaw, Irwin","Fiction","150"
"18747","Shaw, Rebecca","A Village in Jeopardy / Shaw, Rebecca","Fiction","150"
"11250","Shearer, Alex","Bootleg / Shearer, Alex","Fiction","120"
"32184","Sheehan, James","Mayor Of Lexington Avenue / Sheehan, James","Fiction","120"
"11282","Sheldon, Sidney","Are You Afraid of the Dark / Sheldon, Sidney","Fiction","120"
"40726","Sheldon, Sidney","Are You Afraid Of The Dark / Sheldon, Sidney","Fiction","120"
"40819","Sheldon, Sidney","Are you afraid of the dark / Sheldon, Sidney","Fiction","120"
"23345","Sheldon, Sidney","Best Laid Plans, The / Sheldon, Sidney","Fiction","120"
"11270","Sheldon, Sidney","Bloodline / Sheldon, Sidney","Fiction","90"
"32758","Sheldon, Sidney","Bloodline / Sheldon, Sidney","Fiction","120"
"40185","Sheldon, Sidney","Doomsday Conspiracy / Sheldon, Sidney","Fiction","120"
"35338","Sheldon, Sidney","Memories of Midnight / Sheldon, Sidney","Fiction","120"
"46173","Sheldon, Sidney","Memories of Midnight / Sheldon, Sidney","Fiction","120"
"45819","Sheldon, Sidney","Morning, Noon & Night / Sheldon, Sidney","Fiction","120"
"36861","Sheldon, Sidney","Morning, Noon and Night / Sheldon, Sidney","Fiction","150"
"36860","Sheldon, Sidney","Rage of Angels (English and Spanish Edition) / Sheldon, Sidney","Fiction","120"
"32948","Sheldon, Sidney","Sky Is Falling, The / Sheldon, Sidney","Fiction","120"
"27918","Sheldon, Sidney","Tell Me Your Dreams / Sheldon, Sidney","Fiction","120"
"46357","Shepard, Sara","All the Things We Didn't Say / Shepard, Sara","Fiction","170"
"22881","Shepherd, Lloyd","The Poisoned Island / Shepherd, Lloyd","Fiction","240"
"45733","Sherve, Anita","Pilot's Wife, The / Sherve, Anita","Fiction","170"
"11247","Shields, Carol","Dressing Up for the Carnival / Shields, Carol","Fiction","270"
"15579","Shields, Carol","Dressing Up for the Carnival / Shields, Carol","Fiction","170"
"11251","Shields, Carol","Larrys Party / Shields, Carol","Fiction","150"
"12504","Shreve, Anita","All He Ever Wanted / Shreve, Anita","Fiction","190"
"365","Shreve, Anita","Body Surfing / Shreve, Anita","Fiction","170"
"39229","Shreve, Anita","Body Surfing / Shreve, Anita","Fiction","220"
"375","Shreve, Anita","Eden Close / Shreve, Anita","Fiction","170"
"383","Shreve, Anita","Fortune's Rocks / Shreve, Anita","Fiction","120"
"407","Shreve, Anita","Fortune's Rocks / Shreve, Anita","Fiction","220"
"357","Shreve, Anita","Last Time They Met, The / Shreve, Anita","Fiction","190"
"48301","Shreve, Anita","last time they met, the/ Shreve, Anita","Fiction","190"
"48307","Shreve, anita","last time they met, the/ Shreve, anita","Fiction","190"
"363","Shreve, Anita","Light On Snow / Shreve, Anita","Fiction","120"
"39507","Shreve, Anita","Light On Snow / Shreve, Anita","Fiction","190"
"44470","Shreve, Anita","Pilot's Wife, The","Fiction","150"
"374","Shreve, Anita","Pilot's Wife, The / Shreve, Anita","Fiction","170"
"41384","Shreve, Anita","Pilot's Wife, The / Shreve, Anita","Fiction","120"
"41385","Shreve, Anita","Pilot's Wife, The / Shreve, Anita","Fiction","120"
"38847","Shreve, Anita","Resistance / Shreve, Anita","Fiction","190"
"378","Shreve, Anita","Sea Glass / Shreve, Anita","Fiction","120"
"386","Shreve, Anita","Sea Glass / Shreve, Anita","Fiction","170"
"405","Shreve, Anita","Sea Glass / Shreve, Anita","Fiction","150"
"42033","Shreve, Anita","Testimony / Shreve, Anita","Fiction","120"
"369","Shreve, Anita","Wedding In December / Shreve, Anita","Fiction","170"
"408","Shreve, Anita","Weight Of Water, The / Shreve, Anita","Fiction","170"
"46052","Shreve, Anita","Where or When / Shreve, Anita","Fiction","150"
"36869","Sidebottom, Harry","Warrior Of Rome Ii: King Of Kings / Sidebottom, Harry","Fiction","150"
"15686","Sidney, Philip","Countess Of Pembroke's Arcadia (English Library), The / Sidney, Philip","Fiction","170"
"34280","Siegel, James","Derailed / Siegel, James","Fiction","150"
"26237","Siegel, James","Detour And Derailed / Siegel, James","Fiction","120"
"11626","Siegel, Sheldon","Special Circumstances / Siegel, Sheldon","Fiction","120"
"24376","Silver, Elizabeth L.","Execution Of Noa P. Singleton / Silver, Elizabeth L.","Fiction","190"
"33896","Simmons, Sylvie","Too Weird for Ziggy / Simmons, Sylvie","Fiction","150"
"343","Simons, Paullina","Eleven Hours / Simons, Paullina","Fiction","170"
"45083","Sittenfeld, Curtis ","Eligible / Sittenfeld, Curtis ","Fiction","190"
"38742","Sjowall, Maj & Wahloo, Per","Laughing Policeman (The Martin Beck Series) / Sjowall, Maj & Wahloo, Per","Fiction","190"
"39582","Slade, Michael","Burnt Bones / Slade, Michael","Fiction","90"
"40610","Slade, Michael","Primal Scream / Slade, Michael","Fiction","90"
"24489","Sloan, Robin","Ajax Penumbra: 1969 / Sloan, Robin","Fiction","240"
"24490","Sloan, Robin","Ajax Penumbra: 1969 / Sloan, Robin","Fiction","240"
"35038","Smart, Elizabeth","Necessary Secrets: Journals of Elizabeth Smart / Smart, Elizabeth","Fiction","150"
"11604","Smiley, Jane","Horse Heaven / Smiley, Jane","Fiction","220"
"11624","Smiley, Jane","Moo / Smiley, Jane","Fiction","190"
"43460","Smith, Alexander McCall ","2 1/2 Pillars of Wisdom, The / Smith, Alexander McCall ","Fiction","190"
"38200","Smith, Alexander McCall","Blue Shoes and Happiness / Smith, Alexander McCall","Fiction","190"
"47710","Smith, Alexander Mccall ","Blue Shoes and Happiness/ Smith, Alexander Mccall ","Fiction","190"
"47721","Smith, Alexander Mccall ","Blue Shoes and Happiness/ Smith, Alexander Mccall ","Fiction","190"
"262","Smith, Alexander Mccall","Careful Use Of Compliments, The / Smith, Alexander Mccall","Fiction","150"
"33377","Smith, Alexander Mccall","Careful Use Of Compliments, The / Smith, Alexander McCall","Fiction","190"
"48059","Smith, Alexander Mccall ","Careful Use Of Compliments, The / Smith, Alexander Mccall  ","Fiction","190"
"33407","Smith, Alexander Mccall","Finer Points Of Sausage Dogs, The / Smith, Alexander McCall","Fiction","190"
"33435","Smith, Alexander McCall","Full Cupboard Of Life, The / Smith, Alexander McCall","Fiction","190"
"45925","Smith, Alexander McCall","Full Cupboard of Life, The / Smith, Alexander McCall","Fiction","190"
"47713","Smith, Alexander Mccall ","Full Cupboard of Life,The /Smith, Alexander Mccall ","Fiction","190"
"47466","Smith, Alexander McCall ","Good Husband of Zebra Drive,The / Smith, Alexander McCall ","Fiction","190"
"47358","Smith, Alexander McCall ","Handsome Man's De Luxe Café,The / Smith, Alexander McCall ","Fiction","190"
"35254","Smith, Alexander McCall","In the Company of Cheerful Ladies / Smith, Alexander McCall","Fiction","150"
"47723","Smith, Alexander Mccall ","Kalahari Typing School for Men,The/Smith, Alexander Mccall ","Fiction","190"
"353","Smith, Alexander McCall","Morality for Beautiful Girls / Smith, Alexander McCall","Fiction","170"
"7509","Smith, Alexander Mccall","Morality for Beautiful Girls / Smith, Alexander McCall","Fiction","190"
"32994","Smith, Alexander McCall","Morality for Beautiful Girls / Smith, Alexander McCall","Fiction","220"
"43428","Smith, Alexander McCall ","Morality For Beautiful Girls / Smith, Alexander McCall ","Fiction","190"
"47714","Smith, Alexander Mccall ","Morality for Beautiful Girls/ Smith, Alexander Mccall ","Fiction","190"
"47722","Smith, Alexander Mccall ","Morality for Beautiful Girls / Smith, Alexander Mccall ","Fiction","190"
"48265","Smith, Alexander McCall","Morality for Beautiful Girls/ Smith, Alexander McCall","Fiction","190"
"48264","Smith, Alexander McCall","No.1 Ladies Detective Agency,The Smith/ Alexander McCall","Fiction","190"
"48269","Smith, Alexander McCall","No.1 Ladies Detective Agency,The Smith/Alexander McCall","Fiction","190"
"46948","Smith, Alexander McCall","One City/ Smith, Alexander McCall","Fiction","170"
"351","Smith, Alexander McCall","Tears Of The Giraffe / Smith, Alexander McCall","Fiction","190"
"32823","Smith, Alexander McCall","Tears of the Giraffe / Smith, Alexander McCall","Fiction","190"
"47709","Smith, Alexander Mccall ","Tears of the Giraffe/ Smith, Alexander Mccall ","Fiction","190"
"43427","Smith, Alexander McCall ","Tears of the Girrafe / Smith, Alexander McCall ","Fiction","190"
"28078","Smith, Alexander McCall","Unusual Uses for Olive Oil / Smith, Alexander McCall","Fiction","190"
"42208","Smith, Alexander McCall","World According to Bertie, The / Smith, Alexander McCall","Fiction","190"
"48287","Smith, Alexander McCall","World acording to Bertie, the/ Smith, Alexander McCall","Fiction","190"
"48321","Smith, Alexandr Mccall","World according to Bertie,The/ Smith, Alexandr Mccall","Fiction","190"
"10086","Smith, Carol","Darkening Echoes / Smith, Carol","Fiction","90"
"11650","Smith, Carol","Double Exposure / Smith, Carol","Fiction","120"
"37699","Smith, Phoebe","Wild Nights: Camping Britain's Extremes / Smith, Phoebe","Fiction","190"
"11575","Smith, Scott","Ruins, The / Smith, Scott","Fiction","220"
"40586","Smith, Scott","Ruins, The / Smith, Scott","Fiction","120"
"330","Smith, Sid","Something Like a House / Smith, Sid","Fiction","170"
"333","Smith, Sid","Something Like a House / Smith, Sid","Fiction","170"
"46926","Smith, Stephen D. ","Plonkers, Plaintiffs and Pleas/ Smith, Stephen D. ","Fiction","190"
"39585","Smith, Taylor","Innocents Club, The / Smith, Taylor","Fiction","90"
"45077","Smith, Tom Rob","Child 44 / Smith, Tom Rob","Fiction","150"
"45078","Smith, Tom Rob","Child 44 / Smith, Tom Rob","Fiction","150"
"45990","Smith, Tom Rob","Child 44 / Smith, Tom Rob","Fiction","150"
"30645","Smith, Wilbur","Birds Of Prey / Smith, Wilbur","Fiction","120"
"49036","Smith, Wilbur","Blue Horizon / Smith, Wilbur","Fiction","120"
"48637","Smith, Wilbur","Eagle in the Sky / Smith, Wilbur","Fiction","120"
"40814","Smith, Wilbur","Eye of the tiger, The / Smith, Wilbur","Fiction","50"
"39952","Smith, Wilbur","Monsoon / Smith, Wilbur","Fiction","270"
"36335","Smith, Wilbur","Warlock (The Egyptian Novels) / Smith, Wilbur","Fiction","240"
"15193","Smith, Will","Mainlander / Smith, Will","Fiction","150"
"49044","Smith, Zadie","White Teeth / Smith, Zadie","Fiction","240"
"4316","Smollett, Tobias","Humphrey Clinker / Smolett, Tobias","Fiction","90"
"4339","Smollett, Tobias George","Humphrey Clinker / Smollett, Tobias George","Fiction","120"
"39515","Solzhenitsyn, Aleksandr","First Circle, The / Solzhenitsyn, Aleksandr","Fiction","90"
"47115","Spark, Muriel","Prime of Miss Jean Brodie, The/Spark, Muriel","Fiction","120"
"47659","Sparks, Nicholas ","Choice,The / Sparks, Nicholas ","Fiction","150"
"48697","Sparks, Nicholas","Dear John / Sparks, Nicholas","Fiction","170"
"48693","Sparks,Nicholas","The Choice / Sparks,Nicholas","Fiction","170"
"47971","Spencer, Lavyrle","Family Blessings / Spencer, Lavyrle","Fiction","120"
"18718","Spencer, Wen","Elfhome / Spencer, Wen","Fiction","120"
"37899","Spindler, Erica","Last Known Victim / Spindler, Erica","Fiction","120"
"30902","Spurling, John","Ten Thousand Things, The / Spurling, John","Fiction","350"
"11843","Stacey, Lyndon","Cut Throat / Stacey, Lyndon","Fiction","90"
"37911","Stamm, Peter","To the Back of Beyond / Stamm, Peter","Fiction","190"
"49000","Stanisic, Sasa","Before the Feast / Stanisic, Sasa","Fiction","150"
"38657","Starling, Boris","Vodka / Starling, Boris","Fiction","90"
"11833","Steffler, John","After Life Of George Cartwright / Steffler, John","Fiction","90"
"48659","Stewart, Amy","Lady Cop Makes Trouble / Stewart, Amy","Fiction","150"
"33944","Stewart, Jack","Vital Art Of D. H. Lawrence: Vision And Expression / Stewart, Jack","Fiction","190"
"11807","Stone, David","Echelon Vendetta / Stone, David","Fiction","90"
"11819","Stone, David","Orpheus Deception, The / Stone, David","Fiction","90"
"338","Stone, Robert","Bear and His Daughter / Stone, Robert","Fiction","190"
"11839","Stone, Robert","Outerbridge Reach / Stone, Robert","Fiction","90"
"11835","Strachan, Bernadette","Diamonds and Daisies / Strachan, Bernadette","Fiction","100"
"11808","Straub, Peter","In the Night Room / Straub, Peter","Fiction","120"
"11790","Straub, Peter","Koko / Straub, Peter","Fiction","120"
"11810","Straub, Peter","Lost Boy Lost Girl / Straub, Peter","Fiction","120"
"11805","Straub, Peter","Magic Terror / Straub, Peter","Fiction","120"
"39955","Straub, Peter","Mystery / Straub, Peter","Fiction","90"
"36693","Straub, Peter","Shadowland / Straub, Peter","Fiction","90"
"11816","Straub, Peter","Throat, The / Straub, Peter","Fiction","120"
"28986","Strauss, Darin","Chang and Eng / Strauss, Darin","Fiction","190"
"38659","Strong, Terence","Stalking Horse / Strong, Terence","Fiction","90"
"11797","Strong, Terence","Wheels of Fire / Strong, Terence","Fiction","90"
"11793","Strong, Terence","Whisper Who Dares / Strong, Terence","Fiction","90"
"11837","Strongman, Phil","Cociane / Strongman, Phil","Fiction","90"
"30675","Strout, Elizabeth","Amy and Isabelle / Strout, Elizabeth","Fiction","220"
"416","Stuart, Alexander","War Zone, The / Stuart, Alexander","Fiction","170"
"11857","Subramanian, Ravi","Bankster, The / Subramanian, Ravi","Fiction","120"
"30834","Summerscale, Kate","Mrs Robinson's Disgrace: The Private Diary of a Victorian Lady / Summerscale, Kate","Fiction","190"
"334","Sutcliffe, William","Are You Experience / Sutcliffe, William","Fiction","120"
"34370","Sutcliffe, William","Are You Experienced / Sutcliffe, William","Fiction","150"
"49002","Sutherland, John","Brontesaurus, The / Sutherland, John","Fiction","220"
"48965","Sutton, William","Lawless and the Flowers of Sin / Sutton, William","Fiction","150"
"41583","Suzuki, Koji ","Loop / Suzuki, Koji","Fiction","240"
"43726","Svensson, Anton","Father, The / Svensson, Anton","Fiction","190"
"246","Swift, Graham","Last Orders / Swift, Graham","Fiction","150"
"324","Swift, Graham","Shuttlecock / Swift, Graham","Fiction","190"
"326","Swift, Graham","Shuttlecock / Swift, Graham","Fiction","190"
"29833","Swift, Jonathan","Gulliver's Travels (Signet Classic) / Swift, Jonathan","Fiction","120"
"29815","Swift, Jonathan","Gulliver's Travels / Swift, Jonathan / Swift, Jonathan","Fiction","120"
"42632","Tademy, Lalita","Cane River / Tademy, Lalita","Fiction","170"
"46459","Taha, Lilas","Bitter Almonds / Taha, Lilas ","Fiction","220"
"9296","Tami Hoag","Guilty As Sin / Tami Hoag","Fiction","120"
"47142","Tan, Amy","Joy Luck Club, The/ Tan, Amy","Fiction","120"
"46375","Tanenbaum, Robert K.","Enemy Within / Tanenbaum, Robert K.","Fiction","120"
"12184","Tanenbaum, Robert K.","Immoral Certainty / Tanenbaum, Robert K.","Fiction","90"
"47008","Tanizaki, Junichiro","Diary of A mad old man/ Tanizaki, Junichiro","Fiction","90"
"32307","Taylor, Andrew","American Boy, The / Taylor, Andrew","Fiction","120"
"36866","Taylor, Debbie","Herring Girl / Taylor, Debbie","Fiction","190"
"47168","Taylor,  D. J. ","Keplt/Taylor,  D. J. ","Fiction","170"
"39868","Taylor, Sara","Shore, The / Taylor, Sara","Fiction","240"
"28074","Thirkell, Angela","August Folly / Thirkell, Angela","Fiction","190"
"28043","Thirkell, Angela","Brandons, The / Thirkell, Angela","Fiction","190"
"27954","Thomas, Dylan","Portrait of the Artist as a Young Dog / Thomas, Dylan","Fiction","190"
"8807","Thomas, Edward","Literary Pilgrim In England / Thomas, Edward","Fiction","150"
"39285","Thomas, Jeffrey","Deadstock / Thomas, Jeffrey","Fiction","90"
"11910","Thomas, Joseph","Sorities / Thomas, Joseph","Fiction","90"
"23383","Thomas, Leslie","Dover Beach / Thomas, Leslie","Fiction","120"
"48300","Thomas, Scarlett","Seed Collctors, The/ Thomas, Scarlett","Fiction","150"
"28577","Thompson, Hunter S.","Great Shark Hunt, The / Thompson, Hunter S.","Fiction","290"
"48996","Thompson, Jim","Gateway, The / Thompson, Jim","Fiction","190"
"40951","Thompson, Jim","Grifters, The / Thomson, Jim","Fiction","150"
"21395","Thompson, Sam","Communion Town / Thompson, Sam","Fiction","150"
"26996","Thomson, Jim","Grifters, The / Thomson, Jim","Fiction","150"
"30832","Thorpe, Adam","Nineteen Twenty-One / Thorpe, Adam","Fiction","150"
"9701","Tilley, Patrick","Amtrak Wars Vol.3: IRON MASTER / Tilley, Patrick","Fiction","120"
"24294","Timothy Findley","Spadework / Timothy Findley","Fiction","190"
"42149","Titchmarsh, Alan","Mr. MacGregor / Titchmarsh, Alan ","Fiction","90"
"41647","Tolkien, J.R.R","The Fellowship Of The Ring,  Lord Of The Rings / Tolkien, J.R.R","Fiction","260"
"41651","Tolkien, J.R.R","The Fellowship Of The Ring The Lord Of The Rings / Tolkien, J.R.R","Fiction","260"
"41650","Tolkien, J.R.R","The Return Of The The Lord Of The Rings Part 3 / Tolkien, J.R.R","Fiction","220"
"48656","Tolstoy, Leo","War and Peace / Tolstoy, Leo","Fiction","150"
"41908"," Toltz, Steve ","Fraction of the Whole / Toltz, Steve ","Fiction","240"
"30621","Tom Clancy","Zero Hour / Tom Clancy","Fiction","120"
"249","Toole, F. X.","Million Dollar Baby: Stories from the Corner / Toole, F. X.","Fiction","150"
"28979","Toole, John Kennedy","A Confederacy of Dunces / Toole, John Kennedy","Fiction","190"
"28980","Toole, John Kennedy","A Confederacy of Dunces / Toole, John Kennedy","Fiction","190"
"45079","Topping, Keith","Hollywood Vampire: A revised and updated unofficial and unauthorised guide to Angel / Topping, Keith","Fiction","120"
"42710","Torday, Paul ","Girl On The Landing, The / Torday, Paul ","Fiction","190"
"37662","Torday, Paul","Legacy Of Hartlepool Hall, The / Torday, Paul","Fiction","190"
"42674","Torday, Paul ","Legacy of Hartlepool Hall, The / Torday, Paul ","Fiction","240"
"37684","Torday, Paul","Light Shining in the Forest / Torday, Paul","Fiction","190"
"46617","Townsend, Sue","Adrian Mole: The Cappuccino Years / Townsend, Sue","Fiction","150"
"43011","Townsend, Sue","Adrian mole : The Wilderness Years / Townsend, Sue","Fiction","150"
"43225","Townsend, Sue  ","Growing Pains of Adrian Mole, The / Townsend, Sue  ","Fiction","120"
"49040","Townsend, Sue","Queen And I, The / Townsend, Sue","Fiction","120"
"42147","Townsend, Sue   ","Woman who Went to Bed for a Year, The / Townsend, Sue   ","Fiction","190"
"41906","Townsend, Sue ","Woman Who Went To Bed For A Year / Townsend, Sue","Fiction","190"
"29737","Treadwell, James","Anarchy / Treadwell, James","Fiction","190"
"42956","Tremain, Rose","Evangelista's Fan / Tremain, Rose","Fiction","220"
"214","Tremain, Rose","Music & Silence / Tremain, Rose","Fiction","240"
"32005","Tremain, Rose","Music and Silence / Tremain, Rose","Fiction","150"
"41230","Tremain, Rose","Restoration / Tremain, Rose","Fiction","190"
"7376","Trevor, William","Cheating at Canasta: Stories / Trevor, William","Fiction","240"
"27849","Trevor, William","Death in Summer / Trevor, William","Fiction","170"
"26385","Trevor, William","Story Of Lucy Gault, The / Trevor, William","Fiction","150"
"36204","Trevor, William","Story Of Lucy Gault, The / Trevor, William","Fiction","90"
"25399","Trevor, William","The Story of Lucy Gault / Trevor, William","Fiction","150"
"33839","Trevor, William","Two Lives / Trevor, William","Fiction","150"
"47541","Trigiani, Adriana","Very Valentine / Trigiani, Adriana","Fiction","170"
"48641","Trollope, Joanna","City of Friends / Trollope, Joanna","Fiction","190"
"41443","Trollope, Joanna","Daughters-in-Law / Trollope, Joanna","Fiction","190"
"48056","Trollope, Joanna","Girl From the South / Trollope, Joanna","Fiction","150"
"42204","Trollope, Joanna ","Men And The Girls, The / Trollope, Joanna ","Fiction","190"
"45684","Trollope, Joanna","Men And The Girls, The / Trollope, Joanna","Fiction","190"
"46055","Trollope, Joanna","Passionate Man, A / Trollope, Joanna","Fiction","150"
"48586","Trollope, Joanna","Passionate Man, A / Trollope, Joanna ","Fiction","120"
"42146","Trollope, Joanna","Rector's Wife, The / Trollope, Joanna ","Fiction","190"
"48064","Trollope, Joanna","The Men And The Girls / Trollope, Joanna","Fiction","120"
"46050","Trollope, Joanna","Village Affair, A / Trollope, Joanna","Fiction","150"
"11959","Truman, Margaret","Murder at the FBI / Truman, Margaret","Fiction","90"
"11967","Truman, Margaret","Murder at the National Gallery / Truman, Margaret","Fiction","90"
"11979","Truman, Margaret","Murder In The House / Truman, Margaret","Fiction","90"
"1687","Tsukiyama, Gail","Dreaming Water / Tsukiyama, Gail","Fiction","220"
"30502","Turow, Scott","Burden Of Proof, The / Turow, Scott","Fiction","120"
"11997","Turow, Scott","Burden of Proof / Turow, Scott","Fiction","90"
"28071","Turow, Scott","Identical / Turow, Scott","Fiction","150"
"28572","Turow, Scott","Identical / Turow, Scott","Fiction","150"
"11995","Turow, Scott","Pleading Guilty / Turow, Scott","Fiction","90"
"11996","Turow, Scott","Pleading Guilty / Turow, Scott","Fiction","90"
"30639","Turow, Scott","Pleading Guilty / Turow, Scott","Fiction","90"
"40657","Turow, Scott","Presumed Innocent / Turow, Scott","Fiction","120"
"30640","Turow, Scott","Reversible Errors / Turow, Scott","Fiction","90"
"14059","Turtledove, Harry","In the Balance: An Alternate History of the Second World War (Worldwar, Volume 1) / Turtledove, Harry","Fiction","120"
"41662","Twelve Hawks, John","Traveller, The / Twelve Hawks, John","Fiction","120"
"37281","Tyler, Anne","Amateur Marriage, The / Tyler, Anne","Fiction","190"
"24233","Tyler, Anne","Back When We Were Grown Ups / Tyler, Anne","Fiction","90"
"48951","Tyler, Anne","Spool of Blue Thread, A / Tyler, Anne","Fiction","150"
"35822","Tyler, Anne","Tin Can Tree, The / Tyler, Anne","Fiction","120"
"15619","Ugresic, Dubravka","Nobody's Home / Ugresic, Dubravka","Fiction","190"
"30908","Unger, Lisa","In the Blood / Unger, Lisa","Fiction","150"
"48999","Unsworth, Emma Jane","Animals / Unsworth, Emma Jane","Fiction","150"
"12016","Updike, John","Bech At Bay / Updike, John","Fiction","90"
"33058","Updike, John","Bech Is Back / Updike, John","Fiction","90"
"18465","Updike, John","Gertrude and Claudius / Updike, John","Fiction","90"
"12035","Updike, John","Roger's Version / Updike, John","Fiction","90"
"47310","Updike, John","Rojer's Version/ Updike, John","Fiction","90"
"12037","Updike, John","Seek My Face / Updike, John","Fiction","190"
"12038","Updike, John","Seek My Face / Updike, John","Fiction","190"
"28429","Updike, John","Toward the End of Time / Updike, John","Fiction","150"
"47139","Updike, John","Trust Me/ Updike, John","Fiction","120"
"47311","Updike, John","Witches of Eastwick/Updike, John","Fiction","90"
"29542","Uris, Leon","Armageddon / Uris, Leon","Fiction","50"
"42528","Uris, Leon","Battle Cry / Uris, Leon","Fiction","120"
"24217","Uris, Leon","Mitla Pass / Uris, Leon","Fiction","90"
"33057","Uris, Leon","Mitla Pass / Uris, Leon","Fiction","90"
"29530","Uris, Leon","Topaz / Uris, Leon","Fiction","70"
"12108","Vachss, Andrew","Getaway Man / Vachss, Andrew","Fiction","90"
"28428","Vanderhaeghe, Guy","Englishman's Boy, The / Vanderhaeghe, Guy","Fiction","150"
"27956","Vandermeer, Jeff","Authority / Vandermeer, Jeff","Fiction","190"
"29817","Van Lustbader, Eric","Black Heart / Van Lustbader, Eric","Fiction","90"
"45767","Vann, David","Canibou Island / Vann, David","Fiction","220"
"41697","Vargas Llosa, Mario","Granta: Vargas Llosa For President / Vargas Llosa, Mario","Fiction","150"
"41698","Vargas Llosa, Mario","Granta: Vargas Llosa For President / Vargas Llosa, Mario","Fiction","150"
"43881","Vickers, Salley ","Other Side Of You, The / Vickers, Salley ","Fiction","190"
"12073","Vidal, Gore","Kalki / Vidal, Gore","Fiction","90"
"28416","Vidal, Gore","Lincoln / Vidal, Gore","Fiction","90"
"12061","Vidal, Gore","Williwaw / Vidal, Gore","Fiction","90"
"28802","Vidal, Gore","Williwaw / Vidal, Gore","Fiction","70"
"47428","Vincent, Rachel ","My Soul to Save/ Vincent, Rachel ","Fiction","170"
"28410","Vine, Barbara","Brimstone Wedding / Vine, Barbara","Fiction","90"
"28417","Vine, Barbara","The Brimstone Wedding / Vine, Barbara","Fiction","90"
"42029","Vinge, John D. ","Mad Max: Beyond Thunderdome / Vinge, John D.","Fiction","70"
"39532","Walk, Ghost","Heather Graham / Walk, Ghost","Fiction","120"
"4260","Wallace, Lew","Ben-Hu / Wallace, Lew","Fiction","90"
"12129","Waller, Robert James","Border Music / Waller, Robert James","Fiction","170"
"41225","Waller, Robert James","Slow Waltz in Cedar Bend / Waller, Robert James","Fiction","90"
"12125","Walters, Minette","Breaker / Walters, Minette","Fiction","90"
"12097","Walters, Minette","Dark Room, The / Walters, Minette","Fiction","90"
"12102","Walters, Minette","Dark Room, The / Walters, Minette","Fiction","120"
